Grism calibration created 2021/11/18 using Iowa Robotic Telescope, SBIG Aluma AC4, Filter: 8
3.599e-02, -1.586e-08, 4.557e-05, 1.525e-01, 3.883e+02
1048, 2848, 1993, 2013
388.31 759.5275
388.46 763.3005
388.61 767.1584
388.77 771.1004
388.92 775.1253
389.07 779.2321
389.22 783.4197
389.38 787.6871
389.53 792.0332
389.68 796.4570
389.84 800.9576
389.99 805.5337
390.14 810.1846
390.30 814.9092
390.45 819.7064
390.60 824.5754
390.76 829.5151
390.91 834.5245
391.07 839.6027
391.22 844.7489
391.37 849.9619
391.53 855.2408
391.68 860.5848
391.84 865.9930
391.99 871.4643
392.15 876.9979
392.30 882.5929
392.46 888.2484
392.61 893.9635
392.77 899.7373
392.92 905.5690
393.08 911.4577
393.23 917.4025
393.39 923.4026
393.54 929.4571
393.70 935.5652
393.85 941.7261
394.01 947.9389
394.17 954.2029
394.32 960.5172
394.48 966.8810
394.63 973.2936
394.79 979.7541
394.95 986.2617
395.10 992.8158
395.26 999.4155
395.42 1006.0600
395.57 1012.7487
395.73 1019.4807
395.89 1026.2554
396.04 1033.0719
396.20 1039.9296
396.36 1046.8278
396.51 1053.7658
396.67 1060.7427
396.83 1067.7581
396.99 1074.8110
397.14 1081.9010
397.30 1089.0272
397.46 1096.1891
397.62 1103.3859
397.77 1110.6170
397.93 1117.8818
398.09 1125.1796
398.25 1132.5097
398.41 1139.8716
398.56 1147.2646
398.72 1154.6882
398.88 1162.1415
399.04 1169.6242
399.20 1177.1356
399.36 1184.6750
399.52 1192.2420
399.67 1199.8359
399.83 1207.4561
399.99 1215.1021
400.15 1222.7734
400.31 1230.4693
400.47 1238.1893
400.63 1245.9330
400.79 1253.6996
400.95 1261.4888
401.11 1269.3000
401.27 1277.1327
401.43 1284.9864
401.59 1292.8605
401.75 1300.7546
401.91 1308.6681
402.07 1316.6007
402.23 1324.5517
402.39 1332.5208
402.55 1340.5074
402.71 1348.5112
402.87 1356.5316
403.03 1364.5681
403.19 1372.6205
403.35 1380.6881
403.51 1388.7706
403.67 1396.8676
403.83 1404.9785
403.99 1413.1031
404.15 1421.2409
404.32 1429.3915
404.48 1437.5544
404.64 1445.7294
404.80 1453.9159
404.96 1462.1137
405.12 1470.3224
405.28 1478.5415
405.45 1486.7707
405.61 1495.0097
405.77 1503.2580
405.93 1511.5154
406.09 1519.7815
406.26 1528.0559
406.42 1536.3384
406.58 1544.6285
406.74 1552.9260
406.91 1561.2306
407.07 1569.5419
407.23 1577.8596
407.39 1586.1834
407.56 1594.5131
407.72 1602.8483
407.88 1611.1887
408.05 1619.5341
408.21 1627.8841
408.37 1636.2386
408.54 1644.5971
408.70 1652.9596
408.86 1661.3256
409.03 1669.6951
409.19 1678.0676
409.35 1686.4429
409.52 1694.8209
409.68 1703.2013
